鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
龜山區,房地(土地+建物)+車位,桃園市龜山區自強南路３１６號六樓,25.26,都市：其他:第一種住宅區,,,1100909,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950718,141.48000000000002,3,2,2,有,有,9300000,65734,坡道平面,0.0,0,陽台外推；,RPPOMLOJIIGGFHH97DA,69.14,12.79,0.0,有,93.0
平鎮區,房地(土地+建物)+車位,桃園市平鎮區新德街２２５號五樓,23.15,都市：其他:住宅區,,,1100919,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070702,153.9,3,2,2,有,有,10000000,64977,坡道平面,37.77,0,,RPOPMLRJIIGGFGH18DA,71.88,7.3,0.0,有,96.0
平鎮區,房地(土地+建物),桃園市平鎮區大連街１２２之１號十二樓,8.75,都市：其他:商業區,,,1100504,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050701,89.61,2,2,1,有,有,6069000,67727,,0.0,0,,RPSOMLSJIIGGFGH58DA,57.63,3.63,0.0,有,97.0
平鎮區,房地(土地+建物),桃園市平鎮區湧安路３號十三樓,17.43,都市：其他:停車場用地,,,1100907,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021212,96.58,2,2,1,有,有,5060000,52392,,0.0,0,,RPSNMLRJIIGGFGH38DA,61.64,6.07,0.0,有,98.0
平鎮區,房地(土地+建物)+車位,桃園市平鎮區新富一街１９５號十三樓,12.84,都市：其他:住宅區,,,1100908,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010920,150.13,3,2,2,有,有,9250000,61613,坡道平面,16.32,0,,RPTNMLRJIIGGFGH48DA,87.18,6.61,0.0,有,99.0
八德區,房地(土地+建物)+車位,桃園市八德區豐德路２２６號十五樓,28.98,都市：其他:第二種住宅區,,,1100906,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030819,153.54,3,2,2,有,有,10200000,66432,坡道平面,22.51,0,,RPROMLRJIIGGFFH28DA,81.12,13.7,0.0,有,104.0
八德區,房地(土地+建物)+車位,桃園市八德區中正一路２８號十五樓,28.64,都市：其他:商業區,,,1100827,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040617,231.17,4,2,2,有,有,16280000,70424,坡道平面,0.0,0,,RPQNMLLKRHGGFFH38DA,122.42,9.03,0.0,有,106.0
大園區,房地(土地+建物)+車位,桃園市大園區公園路一段８７號十三樓,42.94,都市：其他:住宅區,,,1100907,土地1建物1車位2,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030624,277.4,3,2,2,有,有,21200000,91474,坡道平面,82.81,3400000,,RPSOMLRJIIGGFEH28DA,117.22,13.59,0.0,有,114.0
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７５號九樓,41.87,都市：其他:第二種住宅區,,,1100801,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,175.82999999999998,3,2,2,有,有,8920000,55988,坡道平面,39.73,1300000,,RPROMLOJIIGGFEH87DA,81.65,9.54,0.0,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區南福街２９號十二樓之２,21.72,都市：其他:住宅區,,,1100906,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830531,132.03,3,2,1,有,有,8330000,63092,,0.0,0,,RPQNMLPJIIGGFEH77DA,84.05,12.1,0.0,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區新南路一段１２１號八樓之１,4.82,都市：其他:住宅區,,,1100823,土地1建物1車位0,八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851203,59.660000000000004,1,1,1,有,有,5150000,86322,,0.0,0,,RPQNMLLJRHGGFEH18DA,42.55,5.47,0.0,有,118.0
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７９號三樓,44.02,都市：其他:第二種住宅區,,,1100901,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,182.82,3,2,2,有,有,9000000,53812,坡道平面,39.73,1300000,,RPSPMLNKRHGGFEH88DA,85.98,9.89,0.0,有,
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７９號十樓,44.02,都市：其他:第二種住宅區,,,1100516,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,182.82,3,2,2,有,有,9050000,55909,坡道平面,39.73,1050000,,RPWPMLSJPHGGFEH86DA,85.98,9.89,0.0,有,
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７３號十二樓,44.02,都市：其他:第二種住宅區,,,1100508,土地1建物1車位2,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,222.55,3,2,2,有,有,10300000,57307,坡道平面,79.46,2100000,,RPPQMLSJPHGGFEH88DA,85.98,9.89,0.0,有,
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７３號五樓,44.02,都市：其他:第二種住宅區,,,1100402,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,182.82,3,2,2,有,有,9200000,56957,坡道平面,39.73,1050000,,RPSQMLTJPHGGFEH66DA,85.98,9.89,0.0,有,
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７９號八樓,44.02,都市：其他:第二種住宅區,,,1100526,土地1建物1車位2,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,222.55,3,2,2,有,有,10150000,52764,坡道平面,79.46,2600000,,RPWQMLTJPHGGFEH07DA,85.98,9.89,0.0,有,
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７５號五樓,41.87,都市：其他:第二種住宅區,,,1100724,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,175.82999999999998,3,2,2,有,有,8700000,54372,坡道平面,39.73,1300000,,RPRPMLOJQHGGFEH68DA,81.65,9.54,0.0,有,
大園區,房地(土地+建物)+車位,桃園市大園區園學路１７５號十一樓,41.87,都市：其他:第二種住宅區,,,1100802,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100524,175.82999999999998,3,2,2,有,有,8900000,55841,坡道平面,39.73,1300000,,RPUPMLOJQHGGFEH98DA,81.65,9.54,0.0,有,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段２７９號十四樓,21.37,都市：其他:住宅區,,,1100905,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100723,130.67,2,2,1,有,有,5640000,43162,坡道平面,0.0,0,,RPWOMLQJIIGGFDH48DA,57.82,7.89,0.0,有,133.0
楊梅區,房地(土地+建物)+車位,桃園市楊梅區青山一街１９３號九樓,20.67,都市：其他:住宅區,,,1100903,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071122,127.07,2,2,1,有,有,6800000,53514,坡道平面,31.74,0,,RPOPMLQJIIGGFDH77DA,55.46,7.79,0.0,有,134.0
楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段２３２巷２８號十四樓,17.28,都市：其他:住宅區,,,1100811,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030105,132.51999999999998,2,2,1,有,有,5730000,43239,坡道平面,0.0,0,,RPWNMLMKQHGGFDH78DA,60.07,5.4,0.0,有,136.0
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路４６１巷１０６弄２９之６號三樓,36.11,,鄉村區,乙種建築用地,1100806,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060810,168.95,3,2,2,有,有,9920000,61175,坡道平面,28.86,1350000,,RPRNMLQJIIGGFCH77DA,87.86,9.92,0.0,有,
大溪區,房地(土地+建物)+車位,桃園市大溪區仁善一街１０６巷５號十五樓,19.7,都市：其他:第二種商業區,,,1100828,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061017,165.16,2,2,1,有,有,9300000,56309,坡道平面,32.41,0,,RPSNMLLJIIGGFCH37DA,80.03,10.27,0.0,有,140.0
中壢區,房地(土地+建物)+車位,桃園市中壢區中園路２８之１７號四樓,14.9,都市：其他:住宅區,,,1100802,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960301,181.74,4,2,2,有,有,11500000,63277,坡道平面,0.0,0,,RPXQMLRJIIGGFBH68DA,106.0,7.4,0.0,有,145.0
中壢區,房地(土地+建物)+車位,桃園市中壢區環中東路３１７號十五樓,12.25,都市：其他:住宅區,,,1100909,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851016,128.38,3,2,2,有,有,6500000,50631,坡道平面,0.0,0,,RPPNMLRJIIGGFBH57DA,74.27,3.46,0.0,有,146.0
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１３５號十五樓,13.8,都市：其他:住宅區,,,1100715,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,111.48,2,2,1,有,有,9990000,114245,坡道平面,34.54,1200000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPOPMLOJIIGGFBH37DA,44.01,6.62,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１４３號九樓,19.23,都市：其他:住宅區,,,1100327,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,174.64,3,2,2,有,有,13700000,105293,坡道平面,67.32,2400000,預售屋、或土地及建物分件登記案件；,RPWPMLOJIIGGFBH18DA,60.68,8.7,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１４１號三樓,22.71,都市：其他:住宅區,,,1100716,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,194.62,3,2,2,有,有,16800000,114704,坡道平面,69.08,2400000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPOQMLOJIIGGFBH47DA,73.01,9.51,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１４１號六樓,22.71,都市：其他:住宅區,,,1100618,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,194.62,3,2,2,有,有,15880000,105499,坡道平面,67.32,2450000,預售屋、或土地及建物分件登記案件；,RPPQMLOJIIGGFBH57DA,73.01,9.51,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５１號七樓,13.91,都市：其他:住宅區,,,1100327,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,112.2,2,2,1,有,有,9710000,108989,坡道平面,33.66,1150000,預售屋、或土地及建物分件登記案件；,RPSPMLOJIIGGFBH77DA,44.74,6.35,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５１號九樓,13.91,都市：其他:住宅區,,,1091203,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,112.2,2,2,1,有,有,9550000,106952,坡道平面,33.66,1150000,預售屋、或土地及建物分件登記案件；,RPTPMLOJIIGGFBH87DA,44.74,6.35,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１４５號二樓,19.45,都市：其他:住宅區,,,1100512,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,175.57999999999998,3,2,2,有,有,14310000,110475,坡道平面,67.32,2350000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPUPMLOJIIGGFBH97DA,60.98,9.08,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７７號二樓,13.8,都市：其他:住宅區,,,1100713,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,111.48,2,2,1,有,有,9900000,113725,坡道平面,34.54,1150000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPUNMLOJIIGGFBH77DA,44.01,6.62,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７７號七樓,13.8,都市：其他:住宅區,,,1091203,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,111.48,2,2,1,有,有,9520000,107556,坡道平面,33.66,1150000,預售屋、或土地及建物分件登記案件；,RPVNMLOJIIGGFBH87DA,44.01,6.62,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７７號八樓,13.8,都市：其他:住宅區,,,1100718,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,111.48,2,2,1,有,有,9500000,107876,坡道平面,34.54,1200000,預售屋、或土地及建物分件登記案件；,RPWNMLOJIIGGFBH97DA,44.01,6.62,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５７號十四樓,15.65,都市：其他:住宅區,,,1100717,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,122.25,2,2,1,有,有,10700000,108882,坡道平面,34.54,1150000,預售屋、或土地及建物分件登記案件；,RPXNMLOJIIGGFBH08DA,50.9,6.69,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１６１號八樓,13.91,都市：其他:住宅區,,,1100718,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,112.2,2,2,1,有,有,9640000,109323,坡道平面,34.54,1150000,預售屋、或土地及建物分件登記案件；,RPROMLOJIIGGFBH57DA,44.74,6.35,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１６３號十二樓,13.8,都市：其他:住宅區,,,1100718,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,111.55000000000001,2,2,1,有,有,9700000,110375,坡道平面,34.54,1200000,預售屋、或土地及建物分件登記案件；,RPSOMLOJIIGGFBH67DA,44.41,6.29,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１６５號十四樓,14.02,都市：其他:住宅區,,,1100203,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,112.8,2,2,1,有,有,9840000,110437,坡道平面,33.66,1100000,預售屋、或土地及建物分件登記案件；,RPTOMLOJIIGGFBH77DA,44.78,6.65,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１６９號十三樓,19.39,都市：其他:住宅區,,,1100715,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,172.32999999999998,3,2,2,有,有,14400000,115738,坡道平面,69.08,2450000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPUOMLOJIIGGFBH87DA,59.3,8.51,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１３７號二樓,14.4,都市：其他:住宅區,,,1100521,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,114.98,2,2,1,有,有,10340000,113010,坡道平面,33.66,1150000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPVOMLOJIIGGFBH97DA,46.22,6.62,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１３５號十四樓,13.8,都市：其他:住宅區,,,1100716,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,111.48,2,2,1,有,有,9310000,106057,坡道平面,34.54,1150000,預售屋、或土地及建物分件登記案件；,RPWOMLOJIIGGFBH08DA,44.01,6.62,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７３號六樓,18.31,都市：其他:住宅區,,,1100716,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,169.10000000000002,3,2,2,有,有,14200000,116977,坡道平面,69.08,2500000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPSNMLOJIIGGFBH57DA,60.21,5.63,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７３號七樓,18.31,都市：其他:住宅區,,,1100715,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,169.10000000000002,3,2,2,有,有,14200000,116977,坡道平面,69.08,2500000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPQNMLOJIIGGFBH37DA,60.21,5.63,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區南園二路３３６號十四樓之１,26.69,都市：其他:住宅區,,,1100819,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001109,190.17000000000002,2,2,1,有,有,11000000,57843,坡道平面,0.0,0,,RPUQMLMLRHGGFBH88DA,90.79,11.91,0.0,有,153.0
中壢區,房地(土地+建物)+車位,桃園市中壢區中園路２６號三樓之８,10.64,都市：其他:住宅區,,,1100915,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960301,137.35,3,2,2,有,有,8200000,59701,坡道平面,24.47,0,,RPOPMLNLRHGGFBH28DA,75.43,6.06,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路２３９巷２８號九樓,9.77,都市：其他:住宅區,,,1100828,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890302,119.87,2,2,1,有,有,5800000,48386,坡道平面,0.0,0,,RPUQMLLJRHGGFBH58DA,53.46,7.57,0.0,有,154.0
中壢區,房地(土地+建物)+車位,桃園市中壢區正光二街８６號九樓,23.49,都市：其他:住宅區,,,1100808,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020525,164.76999999999998,3,2,2,有,有,10500000,63725,坡道平面,30.77,0,,RPSPMLTJQHGGFBH98DA,79.56,13.07,0.0,有,155.0
中壢區,房地(土地+建物)+車位,桃園市中壢區南園二路３３６號七樓之１,26.69,都市：其他:住宅區,,,1100818,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001109,190.17000000000002,3,2,2,有,有,10800000,56791,坡道平面,39.07,0,其他增建；,RPROMLQLQHGGFBH68DA,90.79,11.91,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５２０號九樓,27.43,都市：其他:第一之一種住宅區,,,1081206,土地2建物1車位2,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100813,221.44,3,2,2,有,有,17380000,83639,坡道平面,49.52,3000000,預售屋、或土地及建物分件登記案件；,RPWSMLQJIIGGFAH58DA,103.37,11.63,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５２０號二十三樓,27.38,都市：其他:第一之一種住宅區,,,1100630,土地2建物1車位1,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100813,206.58999999999997,3,2,2,有,有,19210000,101262,坡道平面,34.66,1800000,預售屋、或土地及建物分件登記案件；,RPXSMLQJIIGGFAH68DA,103.36,11.63,0.0,有,
桃園區,房地(土地+建物),桃園市桃園區中平路１０７號三樓之五,3.94,都市：其他:商業區,,,1100928,土地1建物1車位0,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840930,45.910000000000004,1,1,1,有,有,2490000,54237,,0.0,0,含土地增值稅或其他稅費18901元；含地政士服務費20000元；,RPSNMLSJIIGGFAH87DA,30.01,2.26,0.0,有,156.0
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路５２０號三樓,27.43,都市：其他:第一之一種住宅區,,,1090719,土地2建物1車位2,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100813,223.42000000000002,3,2,2,有,有,19380000,95271,坡道平面,51.5,3000000,預售屋、或土地及建物分件登記案件；,RPOQMLQJIIGGFAH57DA,103.37,11.63,0.0,有,
桃園區,房地(土地+建物),桃園市桃園區慈光街９１巷９號六樓,13.92,都市：其他:住宅區,,,1100905,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060123,69.13,1,1,1,有,有,6430000,93013,,0.0,0,,RPPNMLQJIIGGFAH37DA,42.75,4.2,0.0,有,163.0
桃園區,房地(土地+建物)+車位,桃園市桃園區正光路３０６號七樓,37.26,都市：其他:第一之一種住宅區,,,1100825,土地1建物1車位2,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,274.18,2,2,3,有,有,29400000,113118,坡道平面,46.1,3600000,含裝潢費；,RPTNMLOJIIGGFAH57DA,131.71,19.48,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄２６號三樓,16.2,都市：其他:住宅區,,,1100510,土地3建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,124.09,2,2,2,有,有,10100000,91185,坡道平面,25.39,1100000,,RPVRMLOJIIGGFAH18DA,60.83,4.79,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄２６號六樓,15.92,都市：其他:住宅區,,,1091016,土地3建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,122.52000000000001,2,2,2,有,有,9090000,76084,坡道平面,25.39,1700000,,RPWRMLOJIIGGFAH28DA,59.96,4.55,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄２６號十四樓,15.92,都市：其他:住宅區,,,1100723,土地3建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,122.52000000000001,2,2,2,有,有,10680000,97601,坡道平面,25.39,1200000,,RPXRMLOJIIGGFAH38DA,59.96,4.55,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄２８號五樓,20.16,都市：其他:住宅區,,,1100415,土地3建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,171.26,3,2,2,有,有,11770000,74869,坡道平面,48.78,2600000,,RPPSMLOJIIGGFAH67DA,72.29,9.11,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄３６號七樓,18.99,都市：其他:住宅區,,,1100318,土地3建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,166.22,3,2,2,有,有,11770000,78569,坡道平面,50.78,2700000,,RPQSMLOJIIGGFAH77DA,70.76,5.91,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄３８號三樓,17.58,都市：其他:住宅區,,,1100129,土地3建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,132.62,3,2,2,有,有,9800000,74606,坡道平面,25.39,1800000,,RPRSMLOJIIGGFAH87DA,65.91,5.32,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄３８號十一樓,17.58,都市：其他:住宅區,,,1100120,土地3建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,134.93,3,2,2,有,有,10900000,84864,坡道平面,27.7,1800000,,RPSSMLOJIIGGFAH97DA,65.91,5.32,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄４０號十四樓,12.97,都市：其他:住宅區,,,1100319,土地3建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,104.28999999999999,2,2,2,有,有,8140000,87959,坡道平面,25.39,1200000,,RPTSMLOJIIGGFAH08DA,47.57,4.87,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄１６號十樓,18.91,都市：其他:住宅區,,,1090829,土地3建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,140.82999999999998,3,2,2,有,有,10780000,78656,坡道平面,25.39,1700000,,RPQRMLOJIIGGFAH67DA,70.76,5.91,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄１２號十一樓,17.58,都市：其他:住宅區,,,1100108,土地3建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,132.62,3,2,2,有,有,10750000,84398,坡道平面,25.39,1700000,,RPSRMLOJIIGGFAH87DA,65.91,5.32,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄１０號八樓,12.97,都市：其他:住宅區,,,1090930,土地3建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,104.28999999999999,2,2,2,有,有,7500000,77313,坡道平面,25.39,1400000,,RPTRMLOJIIGGFAH97DA,47.57,4.87,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號六樓,19.66,都市：其他:住宅區,,,1100107,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,131.35,2,1,1,有,有,10000000,86980,坡道平面,38.8,1950000,,RPQOMLNJIIGGFAH27DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號十樓,19.66,都市：其他:住宅區,,,1091120,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,131.35,2,1,1,有,有,9600000,83198,坡道平面,38.8,1900000,,RPROMLNJIIGGFAH37DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號十三樓,20.18,都市：其他:住宅區,,,1100305,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,134.87,2,1,1,有,有,10400000,91302,坡道平面,42.32,1950000,,RPSOMLNJIIGGFAH47DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號十四樓,19.18,都市：其他:住宅區,,,1100217,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,128.23000000000002,2,1,1,有,有,10300000,91852,坡道平面,35.69,1800000,,RPTOMLNJIIGGFAH57DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號十五樓,19.18,都市：其他:住宅區,,,1091122,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,128.23000000000002,2,1,1,有,有,9700000,85368,坡道平面,35.69,1800000,,RPUOMLNJIIGGFAH67DA,56.69,5.36,0.0,有,
